groupID,artifactID,date,tags,numberUsages,maxUsage,latestVersion
com.github.jjfidalgo,ninja-pebble,14-4-2016,github,4,0,0.2.2
org.aksw.jena-sparql-api,jena-sparql-api-server,29-1-2016,server sparql api,4,1,3.0.1-1
org.arquillian.universe,arquillian-ape-nosql-vault,21-2-2020,nosql,13,0,1.5.0.0
org.wso2.carbon.identity.framework,template-mgt,11-8-2020,framework template identity management,467,0,5.18.51
net.lightbody.bmp,browsermob-proxy,11-9-2017,proxy http,14,3,2.1.5
com.offerready,xslt-library,28-2-2020,library xslt,14,0,2.7.1
org.wso2.appserver,jpa-student-register,16-9-2015,application persistence server jpa web webapp,2,0,5.3.0
org.scalameta,parsers_native0.3_2.11,17-5-2019,scala parser,22,2,4.1.10
de.bmiag.tapir,tapir-allure,5-6-2020,,9,1,3.5.0
com.github.frankivo,scala-ms-exchange_2.13,16-4-2020,github scala,8,0,1.2.2
io.micrometer,micrometer-graphite-starter,11-9-2017,io starter,6,1,0.11.0.RELEASE
org.codingmatters.poom.ci,poom-ci-stages,5-3-2019,,1,1,1.1.0
net.sf.asmock,asmock-flexunit1,15-8-2011,,1,0,0.9
top.zrbcool,pepper-metrics-dubbo,24-8-2019,metrics,1,0,1.0.11
com.github.ecmdeveloper,eds-servlet,15-12-2018,github servlet,1,0,1.0.0
io.nem,api-jersey2-client,18-2-2020,client io api webservice,10,0,0.8.4
info.cqframework,cql,21-6-2020,,17,4,1.4.9
com.osinka.slugify,slugify_2.10,5-9-2014,,5,1,1.2.1
com.gu,cross-platform-navigation_2.11,21-12-2017,platform,1,0,1.0
com.javaetmoi.core,javaetmoi-hibernate-hydrate,4-9-2014,hibernate persistence,3,0,1.2
net.as-development.asdk,asdk-sdt,8-4-2016,,1,0,2.0.0
org.jresearch.flexess.client,org.jresearch.flexess.client.api,15-3-2018,client api,34,7,1.3.44
com.sun.grizzly.samples,grizzly-samples,21-2-2017,example,121,0,2.0.0-RC1
com.shikhir,commons,16-5-2020,,2,0,1.0.1
org.seleniumhq.selenium,selenium-common,1-1-2011,testing selenium,7,21,2.0b1
com.wordnik,swagger-project_2.10.0-RC2,27-11-2012,api swagger,1,0,1.2.0
com.github.sanskrit-coders,quote-db,16-5-2017,github,1,0,1.0
com.lihaoyi,geny_sjs0.6_2.11,2-12-2018,,6,6,0.1.5
org.jbrew.native,native,21-4-2020,native,4,0,0.1.0-beta.6
org.scala-js,scalajs-logging_2.13.0-M5,5-4-2019,logging scala scalajs,1,2,1.0.0-M7
io.prestosql,presto-example-http,8-8-2020,io example http,41,0,340
cn.imaq,autumn-core,2-8-2020,,2,5,2019.06
org.gatein.pc,pc-test-jboss51,23-5-2012,testing jboss,10,0,2.3.2-GA
com.helger,peppol-directory-client-jdk6,12-7-2017,client directory,3,0,0.5.0
org.wso2.carbon.mediation,org.wso2.carbon.mediator.clazz.ui,30-7-2020,ui,138,1,4.7.60
org.nutz,nutzboot-starter-fastdfs,27-4-2020,starter,9,0,2.4.0.v20200427
org.gradoop,gradoop-capf,25-10-2019,,1,0,0.5.1
org.scalaz,scalaz-typelevel_2.11.0-RC3,20-3-2014,scalaz scala functional,1,10,7.0.6
org.activiti.cloud,activiti-cloud-services-test,10-8-2018,service testing bpm cloud,6,7,7-201802-EA
rs.ltt.jmap,jmap-common-interface,16-7-2020,interface,15,2,0.4.0
org.netbeans.modules,org-netbeans-modules-javascript-nodejs,6-8-2020,module javascript ide netbeans,8,6,RELEASE120-1
org.opendaylight.integration,artifact-artifacts,10-8-2020,integration,29,0,0.12.2
io.bullet,borer-compat-circe_2.13,24-7-2020,io compatibility,7,0,1.6.1
ee.originaal.maven.extensions,individual-phases-maven-extension,18-6-2019,extension maven build build-system,1,0,1.0.0
io.tryp,cats-http-metrics-request_2.12,13-7-2018,request metrics io http,3,2,0.1.2
org.riversun,image-grabber,17-7-2015,image,2,0,0.1.1
org.springframework.security,spring-security-crypto,5-8-2020,security spring cryptography,93,387,5.3.4.RELEASE
org.opendaylight.alto.basic,alto-auto-maps-api,11-12-2018,api,19,3,0.6.4
org.sonatype.sisu,sisu-jetty8,9-3-2015,webserver server jetty,8,3,1.4.2
io.github.rafal-laskowski,property-handler,21-5-2020,github io,3,0,1.0.2
com.akeshmiri,cats.jira,28-2-2019,,1,1,0.0.2
net.guerlab.smart.wx,smart-wx-web,11-7-2020,web,24,0,20.2.1
org.tupol,scala-utils-core_2.12,25-7-2020,scala,1,2,1.0.0-RC01
no.ssb.lds,linked-data-store-persistence-provider-test,11-1-2019,persistence testing provider data,3,4,0.3
org.spincast,spincast-plugins-locale-resolver-testing,3-5-2016,plugin testing,8,0,0.9.9
com.github.arucard21.simplyrestful,deploy-jetty-cxf,16-4-2020,github deployment server webserver jetty,10,0,0.11.5
org.wso2.carbon.business-process,org.wso2.carbon.bpmn.feature,16-7-2020,business process,122,0,4.5.35
rubygems,test-unit,28-3-2015,ruby testing,1,1,3.0.3
com.twelvemonkeys.imageio,imageio,10-7-2020,,19,1,3.6
eu.agilejava,snoop,21-5-2016,,9,1,1.3.4
com.centurylink.mdw.assets,dashboard,7-8-2020,dashboard,24,0,6.1.37
org.dfasdl,dfasdl-utils_2.11,6-2-2020,,2,0,3.0.1
org.digidoc4j,ddoc4j,5-8-2020,,10,1,4.0.2
org.jbpm,jbpm-console-ng-human-tasks-forms,22-12-2016,bpm forms console,32,0,7.0.0.Beta5
io.apisense,dart-generator,6-3-2018,generator io,14,1,1.4.4
com.klibisz.elastiknn,client-elastic4s_2.12,20-4-2020,elastic client,4,0,0.1.0-PRE30
io.github.cloudify,spdf_2.10,12-11-2016,io github pdf,4,2,1.4.0
com.liumapp.datapay,sms-operator,6-8-2019,sms,8,0,v2.0.5
io.github.cquiroz,scala-java-time_sjs1_2.11,24-4-2020,github scala io time,3,26,2.0.0
org.sakaiproject.shortenedurl,shortenedurl-pack,22-4-2016,,16,1,10.7
com.github.docker-java,docker-java-api,25-6-2020,github docker api,12,6,3.2.5
org.eclipse.birt.runtime,org.eclipse.core.expressions,21-9-2015,eclipse expression runtime,6,1,3.5.0.v201504...
de.sciss,kollflitz_2.10,29-12-2016,,3,3,0.2.1
fun.mike,io-support-alpha,30-7-2018,support io,9,5,0.0.13
org.bitbucket.gt_tech,spring-data-querydsl-value-operators,11-6-2019,data spring,4,0,4.0.0
org.opencastproject,opencast-asset-manager-storage-aws,22-5-2020,amazon aws manager storage,11,0,8.4
pl.pkk82.file-hierarchy-assert,file-hierarchy-assert,5-4-2016,validation,8,1,3.0.1
com.hi3project.vineyard,vineyard-yottacontainer,30-9-2015,,1,0,0.9.0
com.scraperapi,sdk,14-7-2020,sdk,2,0,1.1
com.gubbns,uritemplate4s_sjs0.6_2.12,1-6-2020,,138,0,0.5.6+87-74e6...
com.nrinaudo,kantan.csv-jackson_2.11,3-6-2019,csv,19,0,0.5.1
io.vulpine.lib,lib-connectwise,9-3-2017,library io,1,0,0.0.17
org.jbundle.config.dep,jbundle-config-dep-thin-db,24-1-2020,config,5,4,1.0.10
edu.isi.vista,common-core-open,16-8-2019,,7,5,8.3.0
enterprises.orbital,license,7-6-2016,,2,0,1.1.0
io.grpc,grpc-core,29-7-2020,grpc communication distributed io remoting rpc protocol,75,50,1.31.1
com.typesafe.akka,akka-cluster-sharding_2.12.0-M3,1-4-2016,actor akka cluster distributed concurrency typesafe,3,9,2.4.3
org.wikibrainapi,wikibrain-core,16-1-2018,,17,9,0.9.1
com.lihaoyi,ammonite-shell_2.11.7,6-6-2019,shell,252,1,1.6.7-2-c28002d
org.scalatra,scalatra_2.8.2.RC1,29-8-2011,web-framework scala web framework,1,6,2.0.0.RC1
io.chapp.commons,commons-locale,27-7-2016,io,2,0,1.0.1
io.taig,flog-stackdriver_2.13,1-7-2020,io,25,0,0.6.12
io.youi,youi-client_2.12,24-6-2020,io client,163,6,0.13.16
com.github.bwsoft.iris,message,8-2-2017,github,6,0,1.1.4
me.levansmith.logdog,logging,27-5-2019,logging,4,1,0.3.0
com.github.fluidsonic,fluid-stdlib-macosx64,19-10-2019,github,2,0,0.9.27
com.github.tminglei,slick-pg_circe-json_2.13,1-8-2020,github json,5,1,0.19.2
io.opentracing,opentracing-api,6-5-2019,io tracing api distributed,29,204,0.33.0
org.codehaus.geb,geb,27-9-2010,codehaus,1,0,0.1
com.deere.isg.work-tracker.examples,java-example,28-2-2019,application web webapp tracking example,12,0,1.0.0-rc14
org.wso2.carbon.analytics,org.wso2.carbon.analytics.api.feature,6-12-2019,analytics api,64,0,1.4.3
com.gitlab.java-ebms-adapter,cpa,7-8-2019,git,1,0,3.0.0
com.snowplowanalytics,snowplow-scala-tracker-core_2.12,25-6-2019,tracking scala,5,2,0.6.1
com.roscopeco,moxy,13-6-2018,,3,0,0.86.0
com.puresoltechnologies.purifinity.server,server.ddl,17-3-2016,server,2,0,0.4.1
org.jbpm,jbpm-console-ng-human-tasks-forms-api,22-12-2016,bpm forms api console,32,0,7.0.0.Beta5
com.io7m.mutable.numbers,com.io7m.mutable.numbers.documentation,7-12-2017,doc io,4,0,2.0.0
no.nrk.shared,nrk-ietf-rfc7519-jwt-json,31-1-2018,json,1,0,0.0.4
org.lendingclub.mercator,mercator-newrelic,2-12-2017,newrelic,1,0,1.7.0
com.gitblit.fathom,fathom-security-windows,27-1-2017,security,17,0,1.0.1
org.codingmatters.poom.ci,poom-pack-composer-api-spec,5-3-2019,api,1,3,1.1.0
tomcat,catalina,14-2-2006,webserver server tomcat,19,42,5.5.23
de.sciss,scala-chart_2.12,21-4-2019,scala visualization chart,3,3,0.7.1
com.nrinaudo,kantan.codecs_sjs1_2.12,27-5-2020,codec,1,18,0.5.2
com.cnhnb.sdk,common-module,29-6-2020,module sdk,2,1,0.0.2
com.credibledoc,credible-doc-generator,28-6-2020,generator doc,11,0,1.0.19
com.liferay,com.liferay.portal.custom.jsp.bag.api,26-6-2020,portal jsp api,21,0,4.0.3
com.liferay,com.liferay.project.templates.form.field,15-7-2020,forms,95,0,1.0.95
org.http4k,http4k-contract,11-8-2020,http,373,2,3.256.1
org.wildfly.openssl,wildfly-openssl,7-8-2020,ssl,24,19,1.1.2.Final
org.locationtech.geomesa,geomesa-stream-generic_2.11,26-6-2020,streaming,22,1,3.0.0
org.litote.kmongo,kmongo-async-shared,10-7-2020,asynchronous,31,3,4.0.3
com.github.detro,phantomjsdriver,7-5-2014,github browser automation,1,64,1.2.0
org.jboss.man,jboss-man-dist,25-4-2010,distribution jboss,6,0,2.0.0.GA
com.cherokeesoft,swagger,2-8-2020,api swagger,1,0,1.3
com.codetaco,cli,17-9-2019,command-line,16,1,6.10.4
de.bund.bva.isyfact,isy-exception-core,7-8-2020,,5,9,2.0.1
one.irradia.servicedirectory,one.irradia.servicedirectory.api,20-4-2019,api,1,2,0.0.1
im.plmnt,scalacheck-magnolia_2.13,8-4-2020,scala,6,0,1.2.0
org.scala-js,scalajs-dom_sjs1.0-RC2_2.11,12-12-2019,scala scalajs dom,1,45,0.9.8
science.raketen.voodoo,VoodooDI,28-11-2016,,3,0,0.0.4
org.flowable,flowable-mule,22-1-2020,,16,0,6.5.0
com.hypertino,inflector_sjs0.6_2.13,17-12-2019,,1,2,1.0.13
org.swimos,swim-http,1-4-2020,http,6,6,3.10.2
com.ctrip.ferriswheel,ferris-wheel-core,16-1-2020,,17,1,0.2.0-alpha.5
com.github.redwheelbarrow,obsidian,7-10-2014,github,1,0,1.0.0
com.github.mpilquist,simulacrum_sjs0.6_2.13.0-M5,19-1-2019,github,2,29,0.15.0
io.github.doriordan,skuber_2.12,11-10-2017,io github,1,1,2.0.0-RC1
com.wordnik,swagger-codegen_2.10,23-1-2014,api swagger,7,0,2.0.12
org.femtoframework.service,service-spi,17-11-2019,service interface,1,2,7.0.0
org.sakaiproject.common,archive-impl2,2-6-2017,,21,1,11.4
net.digitalid.utility,utility-tuples,26-3-2017,,1,1,0.7.0
org.streampipes,streampipes-serializers,22-11-2019,serialization,8,7,0.65.0
com.barchart.feed,barchart-feed-ddf-historical,12-11-2015,,30,1,4.2.73
com.dongxiguo,fastring_2.10.0-RC5,12-12-2012,,1,3,0.2.1
club.zhcs,rop,29-7-2020,,2,0,2.3.2.RELEASE
com.github.tsingjyujing,geo-library,7-1-2019,github geo library,11,0,2.8.9-2.11
org.aperteworkflow.contrib,drools-script-processor,21-5-2012,rule-engine processor scripting,1,0,1.1.1
com.salesforce.kafka.test,kafka-junit,3-2-2020,streaming junit testing kafka salesforce,12,1,3.2.1
com.bitplan.can4eve,com.bitplan.can4eve,24-1-2019,,1,0,0.0.5
com.soywiz,korge-root,12-1-2018,,13,0,0.19.2
com.ymock,ymock-client,26-2-2012,client,6,2,1.0.5
io.github.bergturing,point-parent,23-5-2019,github io,1,0,0.0.2-RELEASE
org.xbib,z3950,7-9-2018,,5,1,1.2.0
org.scray,scray-loader,30-10-2018,loader,6,0,1.1.2
org.arakhne.afc.gis,gis,12-11-2017,geo,1,0,14.0
de.japrost.jabudget,jabudget,13-9-2019,,4,0,0.1.0
org.storychat,org.storychat.project.root,31-1-2014,,1,0,1.0.2
com.centit.framework,framework-security-boot-config,13-7-2020,security config framework,1,0,4.6.2007
org.odpi.egeria,security-sync-connectors,3-8-2020,security connector sync,13,0,2.1
org.cloudhoist,clojure-maven-mojo,5-7-2012,clojure maven build build-system,2,3,0.3.3
org.n52.series.db,dialects,8-11-2019,,8,5,1.0.0-alpha.8
org.jnosql.diana,arangodb-driver,16-5-2019,driver,8,1,0.0.9
org.coosproject.messaging,messaging-lib,3-5-2011,messaging library,10,12,1.3.1
com.anrisoftware.globalpom,globalpom-groovy-osgi,26-5-2020,groovy osgi,7,0,4.5.2
com.impossibl.pgjdbc-ng,pgjdbc-ng-udt,23-11-2013,,1,0,0.0.2
com.typesafe.akka,akka-sample-fsm_2.10.0-RC1,16-10-2012,actor akka distributed concurrency typesafe example,1,0,2.1.0-RC1
io.github.interestinglab.waterdrop,plugin-spark-transform-sql,14-5-2020,plugin github sql spark io,1,0,2.0.2
com.metamx,scala-util_2.9.1,3-7-2015,scala,6,2,1.10.3
io.chrisdavenport,cats-par_2.11,4-7-2019,io,7,6,0.3.0-M1
io.openliberty.features,com.ibm.websphere.appserver.internal.jca-1.6,30-7-2020,jca io ibm server,23,5,20.0.0.8
org.camunda.bpm.extension.examples,camunda-bpm-reactor-examples-bpmn-execution-listener,6-6-2016,example bpm extension,2,0,1.2
com.github.liuzhengyang,hotreload-boot,5-6-2020,github,12,0,1.0.11
im.bci,tablelayout,17-5-2015,,12,1,0.13
com.ibm.websphere.appserver.features,com.ibm.websphere.appserver.openapiJaxrs20-3.0,30-7-2020,ibm server,23,0,20.0.0.8
com.hhandoko,play24-scala-pdf_2.10,18-8-2019,pdf scala,3,0,4.2.0
com.github.scullxbones,akka-persistence-mongo-common_2.11,18-5-2020,actor github persistence akka distributed concurrency mongodb,85,7,2.3.3
com.github.yalinhuang,npm-semver,21-11-2019,github,2,0,1.1.2
org.ozoneplatform,ozone-security-extras,16-11-2015,security,1,0,3.28
com.xkcoding,nacos-client,31-10-2019,client,2,2,1.1.4
com.feedzai,openml-lightgbm,14-7-2020,,2,0,1.0.11
org.conf4j,conf4j,30-10-2018,,5,0,2018.10.1
gov.nih.ncats,molvec,22-6-2020,,3,0,0.9.7
com.nortal.banklink,banklink-authentication,1-7-2018,authentication,2,0,2.1.15
software.amazon.awscdk,detective,7-8-2020,amazon,31,0,1.57.0
com.versal,jellyfish_2.9.0,4-6-2013,,1,0,0.1.0
de.sciss,dispatch-json4s-native_2.11,31-5-2019,json native,2,1,0.1.1
net.officefloor.eclipse,net.officefloor.eclipse.activity,29-7-2020,eclipse plugin,11,0,3.26.0
mule,mule-ejb-provider,13-5-2006,ejb provider,7,0,1.3-rc4
com.github.alexandrustana,ast_2.13,6-4-2020,github,1,1,0.0.7
org.mechio,org.mechio.impl.sensor,18-10-2016,sensor,7,3,1.0.6
me.lucko.configurate,configurate-core,6-5-2018,,2,7,3.5
com.aoindustries,aoweb-struts,13-10-2019,web-framework,6,1,2.0.0
com.jaredrummler,fastscroll-recyclerview,17-2-2017,android,4,0,1.0.3
info.gehrels,parameter-validation,3-3-2013,validation,2,1,1.1
fi.linuxbox.upcloud,groovy-upcloud-http-ahc,6-7-2018,groovy http,4,1,0.0.7
com.ibm.sbt,com.ibm.samples.acme,8-2-2017,build build-system sbt scala ibm example,16,0,1.1.12.201610...
io.ktor,ktor-client-websockets-watchosarm64,10-8-2020,client io websocket,5,0,1.3.2-1.4.0-rc
cn.webfuse,webfuse-starter-mvc,2-4-2020,mvc starter,2,1,1.0.2
org.opendaylight.yangide,org.opendaylight.yangide.target-platform,15-9-2016,platform,1,0,1.1.1
com.moodysalem,LatLongToTimezoneMaven,23-2-2017,,2,0,1.2
org.clapper,grizzled-slf4j_2.8.2,19-9-2012,logging slf4j,4,18,0.6.10
com.cosium.vet,vet,26-6-2019,,27,0,3.22
jlibdiff,jlibdiff,20-9-2005,,2,1,1.01
com.puresoltechnologies.purifinity.server,passwordstore.test,17-3-2016,testing server,2,2,0.4.1
org.jboss.weld.osgi.examples.userdoc,weld-osgi-chapter3,12-10-2012,example jboss osgi,1,0,1.2.0.Beta1
com.softwaremill.sttp.client,async-http-client-backend-zio_2.12,7-8-2020,asynchronous client http,45,6,2.2.4
com.github.slezier,sft-tutorial,11-3-2015,github,1,0,1.10
ru.tinkoff,phobos-akka-stream_2.12,13-7-2020,actor streaming akka distributed concurrency,4,0,0.8.1
org.cache2k,cache2k-jcache-api,29-12-2017,cache api,9,1,1.0.2.Final
fr.janalyse,json2props_2.10,12-7-2019,json,2,0,0.5.1
com.github.mstream-trader,commons-config,22-11-2016,github config,17,5,1.16
controlhaus,beehive-netui-scoping,20-9-2005,,1,0,unofficial-1
org.hawkular.titan,titan-all,7-4-2016,,1,0,0.5.4-jboss-1
net.liftmodules,fobo-pace-res_3.1_2.12,1-7-2017,,1,1,1.7
org.ensime,ensime_2.10,26-3-2018,,8,0,2.0.1
org.lockss,lockss-core-spring-parent-pom,3-4-2018,spring,5,0,1.3.1
com.svenvandam,htypes-core_2.11,23-11-2019,,1,3,0.5
com.carmatechnologies.commons,commons-testing-log4j2,11-12-2014,testing logging,2,0,1.0.1
org.spire-math,antimirov-props_sjs1_2.12,4-7-2020,math,2,0,0.2.4
io.mosip.kernel,kernel-tokenidgenerator-service,6-2-2020,service io,2,0,1.0.6
fr.janalyse,unittools_2.10,28-3-2020,,3,1,0.3.3
berkano,berkano-user-mgt-webwork,6-12-2005,management,18,0,20050901-2
tech.nodex,tutils2,18-4-2017,,7,0,1.4.0
com.oblac,nomen-est-omen,12-6-2019,,6,0,2.0.0
io.zipkin.brave,brave-bom,28-7-2020,bom tracing io,61,1,5.12.4
fr.matthieu-vergne,pester,14-4-2020,,1,0,1.0
org.agiso.tempel.templates,template-add-maven,23-2-2014,maven template build build-system,1,0,0.0.1.RELEASE
io.chrisdavenport,testcontainers-specs2_2.11,20-8-2019,io specs testing,6,3,0.2.0-M2
org.locationtech.geowave,geowave-datastore-redis,5-3-2020,persistence redis database,3,4,1.1.0
se.redmind,rmtest-selenium-server,22-5-2017,testing selenium server,19,0,2.8.3
com.github.mehmetakiftutuncu,errors_2.11,29-6-2017,github,3,0,1.2
org.sonarsource.sonarqube,sonar-application,31-7-2020,sonar,51,0,8.4.1.35646
org.springframework.flex,spring-flex-parent,13-8-2012,spring,3,0,1.5.2.RELEASE
se.culvertsoft,mgen,3-4-2015,,6,0,0.2.5
co.bittub.api,core-event,16-9-2018,event api,1,0,1.0.0
org.eclipse.rdf4j,rdf4j-repository-testsuite,7-8-2020,rdf repository eclipse,17,9,3.3.1
pl.touk.nussknacker,nussknacker-flink-api_2.12,7-8-2020,api,5,3,0.2.0
cn.ocoop.framework,safe-spring-boot-starter,18-11-2019,spring framework starter,11,0,1.2.7
io.reactivesocket,reactivesocket-transport-local,8-4-2017,transport io,3,1,0.6.0
com.github.piotr-kalanski,kafka-streams-app-framework,19-1-2018,github framework kafka streaming,4,0,0.2.0
com.github.triceo.robozonky.installer,robozonky-installer-app-3.2.0,14-4-2017,github,1,0,3.2.0
cn.mangowork,mango-core,16-11-2018,,4,0,1.0.5-release
com.github.ffcfalcos,rabbitmq-manager,3-11-2019,github rabbitmq queue amqp manager,2,1,1.1.0
com.github.hazendaz.npp,npp,9-8-2020,github,4,0,7.8.9
com.github.golovin47.drawingview,drawingview,23-2-2019,github android,1,0,1.0.0
org.wso2.extension.siddhi.map.keyvalue,siddhi-map-keyvalue,20-10-2019,extension,23,9,2.0.0
com.github.ansell.pellet,pellet-modularity,25-11-2013,github,4,2,2.3.6-ansell
jakarta.annotation,ca-parent,14-2-2020,annotations,2,0,2.0.0-RC1
de.otto.edison,edison-togglz,23-6-2020,,166,2,2.2.10
xdoclet-plugins,xdoclet-plugin-portlet,14-12-2005,plugin doc metadata portlet,16,1,1.0.3
io.cloudslang.content,score-xml,20-4-2016,xml io,1,0,0.0.2
net.digitalid.utility,utility-collections,26-3-2017,collections,1,1,0.7.0
org.mybatis.scripting,mybatis-freemarker,5-6-2020,template persistence scripting,5,6,1.2.2
org.alfasoftware,morf-excel,6-8-2020,excel spreadsheet,13,1,1.2.4
com.f2prateek.ln,ln-dagger-sample,24-12-2013,example,3,0,1.1.1
io.rxmicro,rxmicro-annotation-processor-integration-test,27-5-2020,integration testing annotations processor io,7,9,0.5
com.github.antennaesdk.server,message-server,23-7-2016,application github server web webapp,2,0,0.1.4
org.litote.kmongo,kmongo-data,10-7-2020,data,23,5,4.1.0
org.codehaus.gant,gant_groovy2.0,14-5-2014,groovy codehaus,5,1,1.9.11
com.liferay.commerce,com.liferay.commerce.product.type.grouped.service,16-6-2020,service,35,0,1.0.35
com.d3xsystems,morpheus-quandl,7-11-2018,,2,0,1.0.3
org.openpnp,opencv,7-5-2020,,12,8,4.3.0-2
cn.yunlingfly,qiniu-spring-boot-starter,24-3-2019,spring starter,3,0,0.2-RELEASE
com.caseykulm.retroravelry,retroravelry,24-6-2020,,5,0,0.9.0
org.neociclo.accord.odetteftp,odetteftp-parent,25-10-2010,,2,0,1.2.0.RC1
com.dtstack.jlogstash,output.file,10-2-2017,,1,0,1.0.0
org.commonjava.aprox,aprox-security,11-7-2012,security,2,1,0.3
io.github.scalan,ast_2.12,24-10-2019,io github,2,3,0.7.0-RC4
io.earcam.instrumental,io.earcam.instrumental.compile,8-10-2018,io,1,3,0.1.0
eu.cdevreeze.yaidom,yaidom-xlink_2.11,4-4-2018,,27,1,1.7.0
org.ejml,ejml-experimental,7-4-2020,experimental,10,6,0.39
com.github.elizabetht,StudentEnrollmentWithMyBatis,9-12-2013,github webapp web application,1,0,1.7
ai.tock,tock-bot-orchestration,15-7-2020,orchestration,3,1,20.3.3
org.wvlet.airframe,airframe-config_2.13.0-RC3,1-6-2019,config,2,1,19.6.0
org.laxture,skr-service-registry,11-12-2019,registry service,1,0,0.1.0
com.newegg.marketplace,sdk-datafeed,14-5-2019,sdk,3,1,1.0.0
org.mil-oss,fgsms.Bootstrap,12-3-2017,bootstrap webapp web application,1,0,7.0.0
com.github.sritejakv,splitwise,27-7-2019,github,1,0,1.0
com.wu-man,orientdb-android-tools,6-11-2012,tools orientdb android,2,1,1.1.0.1
io.inkstand,inkstand-parent,25-5-2015,io,2,0,0.1.3
it.unibo.alchemist,alchemist-influence-sphere,7-4-2020,,26,4,9.3.0
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.api.metadata-asl,10-9-2018,metadata api,12,69,1.10.0
org.diirt.support,support-all,27-2-2018,support,2,0,3.1.7
com.github.hemanthsridhar,WebAppFramework-CucumberJVM-Junit,25-2-2020,github testing junit,6,0,1.1.6
com.github.1991wangliang,sds-socket,26-1-2018,github socket,6,0,1.2.5
org.wicketstuff,wicketstuff-jamon-parent,21-7-2020,wicket,51,0,9.0.1-M3
com.blogspot.geekabyte.krawkraw,krawler,27-12-2014,crawler,2,0,0.1.1
de.wenzlaff.twbibel,de.wenzlaff.twbibel,24-8-2019,,3,0,0.0.3
com.github.czgov,camel-isds,1-11-2017,github camel,4,0,0.4.0
it.tidalwave.bluebill,it-tidalwave-bluebill-mobile-website,11-8-2011,mobile webapp web application,1,0,1.0.1
de.sciss,lucre-geom_2.13.0-M5,31-3-2019,,2,2,3.11.1
com.github.cafdataprocessing,worker-batch-ingestion-container,24-3-2020,github container batch,2,0,1.0.1-340
cn.js.icode,icode_common,24-6-2020,,40,0,6.7
com.oracle.ozark.test,handlebars,27-3-2015,testing webapp web application,1,0,1.0.0-m01
org.openwfe,openwfe-worklist,15-4-2006,bpm,8,5,1.7.2
de.triology.test-data-loader,test-data-loader,11-1-2018,testing loader data,1,0,1.0.0
com.electronwill,nbj,21-8-2018,,2,0,3.1.0
io.rtr.alchemy,alchemy-api,26-2-2020,io api,11,4,2.0.2
com.hack23.cia,model.external.val.riksdagsvalkrets.impl,18-4-2020,model,63,2,2020.4.19
org.jboss.portletbridge.testing.pluto,pluto-testing-parent,9-1-2013,testing jboss,4,0,1.0.0.Beta1
net.exoego,aws-sdk-scalajs-facade-cloud9_sjs1_2.12,18-7-2020,aws amazon scalajs sdk cloud scala,3,1,0.31.0-v2.731.0
com.qubole,quark-fat-jdbc,13-7-2017,jdbc sql,5,1,6.0.3
org.opencastproject,opencast-composer-ffmpeg,22-5-2020,,11,0,8.4
org.foundweekends,knockoff_2.13.0-M3,24-2-2018,,3,0,0.8.10
com.esyfur,gradle-expand-props,31-8-2013,groovy gradle build build-system,6,0,0.3.4
com.vitorvillar,mercure,21-11-2019,,1,0,1.0.0
com.metamx,loglady_2.10,29-7-2015,,1,1,1.1.0-mmx
org.gjgr.pig,pig-chivalrous-image,14-5-2020,image,1,0,0.0.1.20200202G
io.vilt.minium,minium-cucumber-parent,27-2-2020,io,25,0,2.0.1
com.github.corner,lichen-project,15-4-2012,github,1,0,0.2
org.scalaz,scalaz-scalacheck-binding_2.12.0-M5,9-9-2016,binding scala scalaz functional,8,28,7.3.0-M5
com.gitee.icefairy,lhjfinal,22-4-2019,,1,0,3.9-release
org.mule.patterns,mule-patterns-all,27-4-2018,pattern,23,3,3.9.0
com.jwebmp.core,jwebmp-testlib,8-8-2020,,201,3,1.0.16.0-jre14
ru.stqa.selenium,decorated-webdriver,4-12-2019,testing selenium webdriver,3,2,4.1
de.digitalcollections.imageio,imageio-turbojpeg,2-3-2020,,15,2,0.4.4
app.myoss.cloud.codestyle,code-format-eclipse,21-7-2020,eclipse cloud,10,0,2.1.6.RELEASE
org.uqbar-project,celulares-domain-xtend,13-3-2015,,1,0,1.0-RELEASE
org.apifocal.activemix.xbean,activemix-xbean-spring,28-3-2020,spring,1,0,1.0.0.rc1
ai.houyi,dorado-swagger,3-7-2019,api swagger,26,1,0.0.51
com.github.ddphin,ddphin-base-oss-spring-boot-sampels,26-8-2019,github spring,2,0,1.0.2
net.disy.oss,weburl,16-5-2020,,1,0,1.0
org.deephacks.vals,vals,11-7-2015,,8,2,0.6.1
com.elastisys,autoscaler.metricstreamers.influxdb,8-5-2019,autoscaling metrics influxdb,1,2,5.2.2
org.wso2.ei,wso2-streaming-integrator-tooling,23-7-2020,streaming,4,0,1.1.0-alpha
nz.ac.auckland.syllabus,syllabus-core,28-11-2014,,4,0,3.2
com.devonfw.starter,devonfw-microservices-starter,13-7-2019,starter microservices,3,0,3.1.0
org.vishag,async-helper,15-6-2018,asynchronous,5,0,4.0.0
com.github.j5ik2o,reactive-aws-ecs-monix_2.11,6-7-2020,github amazon aws reactive,12,0,1.2.6
org.typelevel,catalysts-platform_2.13.0-M4,28-7-2018,platform,1,6,0.7
